Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
Bay,01csv,06/06/1994,1.0,9.4,8.6,0.35,0.8,23.8,25.7,78.26,11:00:00 AM,Not Recorded,10/30/2019,Christine Folks,25.7,1994
Bay,01csv,06/13/1994,1.2,10.4,9.0,0.35,0.8,27.9,26.9,80.42,10:45:00 AM,Not Recorded,10/30/2019,Christine Folks,26.9,1994
Bay,01csv,06/20/1994,1.5,9.8,9.0,0.35,0.7,29.5,30.5,86.9,10:15:00 AM,Not Recorded,10/30/2019,Christine Folks,30.5,1994
Bay,01csv,06/27/1994,1.5,7.3,8.1,0.25,1.2,25.5,27.9,82.22,10:15:00 AM,Not Recorded,10/30/2019,Christine Folks,27.9,1994
Bay,01csv,07/03/1994,2.0,10.7,9.0,0.4,0.9,28.5,28.0,82.4,10:40:00 AM,Not Recorded,10/30/2019,Christine Folks,28.0,1994
Bay,01csv,06/25/1994,2.0,11.0,9.4,0.5,0.9,30.5,28.5,83.3,10:30:00 AM,Not Recorded,10/30/2019,Christine Folks,28.5,1994
Bay,01csv,08/01/1994,2.0,10.7,9.2,0.45,0.75,29.0,25.5,77.9,12:00:00 AM,Not Recorded,10/30/2019,Christine Folks,25.5,1994
Bay,01csv,08/08/1994,2.0,10.2,9.2,0.4,0.55,22.0,21.5,70.7,10:30:00 AM,Not Recorded,10/30/2019,Christine Folks,21.5,1994
Bay,01csv,08/15/1994,2.3,6.9,8.8,0.45,0.9,24.5,20.0,68.0,10:30:00 AM,Not Recorded,10/30/2019,Christine Folks,20.0,1994
Bay,01csv,08/22/1994,2.0,9.1,9.1,0.45,0.9,27.0,24.5,76.1,10:30:00 AM,Not Recorded,10/30/2019,Christine Folks,24.5,1994
Bay,01csv,08/29/1994,2.3,9.8,9.3,0.45,0.75,27.0,27.0,80.6,10:45:00 AM,Not Recorded,10/30/2019,Christine Folks,27.0,1994
Bay,01csv,09/05/1994,2.5,8.6,8.5,0.2,1.2,17.0,17.0,62.6,10:00:00 AM,Not Recorded,10/30/2019,Christine Folks,17.0,1994
Bay,01csv,09/12/1994,2.5,7.9,8.4,0.35,0.6,21.0,19.0,66.2,10:30:00 AM,Not Recorded,10/30/2019,Christine Folks,19.0,1994
Bay,01csv,09/19/1994,2.5,8.2,8.1,0.45,0.6,20.5,21.5,70.7,10:30:00 AM,Not Recorded,10/30/2019,Christine Folks,21.5,1994
Bay,01csv,09/26/1994,2.25,6.9,8.1,0.45,0.8,23.0,23.0,73.4,10:15:00 AM,Not Recorded,10/30/2019,Christine Folks,23.0,1994
Bay,01csv,10/10/1994,2.5,8.4,8.1,0.45,0.5,17.0,17.0,62.6,10:30:00 AM,Not Recorded,10/30/2019,Christine Folks,17.0,1994
Bay,01csv,10/24/1994,2.5,7.4,7.6,0.35,0.85,18.0,19.0,66.2,10:20:00 AM,Not Recorded,10/30/2019,Christine Folks,19.0,1994
Bay,01csv,11/07/1994,2.5,9.0,7.3,0.2,0.5,15.0,15.0,59.0,10:00:00 AM,Not Recorded,10/30/2019,Christine Folks,15.0,1994
Bay,01csv,11/28/1994,2.8,9.4,7.7,0.25,0.65,13.0,17.5,63.5,10:30:00 AM,Not Recorded,10/30/2019,Christine Folks,17.5,1994
Bay,01csv,12/12/1994,2.5,11.4,6.9,0.35,0.4,5.0,5.0,41.0,11:00:00 AM,Not Recorded,10/30/2019,Christine Folks,5.0,1994
Bay,01csv,12/29/1994,3.0,10.4,6.9,0.15,0.4,8.0,9.5,49.1,11:00:00 AM,Not Recorded,10/30/2019,Christine Folks,9.5,1994
Bay,01csv,05/11/1989,0.7170682730923695,6.646263157894737,7.5,0.3,0.9,17.0,16.437647058823526,62.05163652173914,12:00:00 AM,John Phillips,10/30/2019,Christine Folks,-17.77777778,1989
Bay,01csv,05/18/1989,0.7170682730923695,12.0,7.5,0.2,0.6,17.5,16.437647058823526,68.9,09:36:00 PM,John Phillips,10/30/2019,Christine Folks,20.5,1989
Bay,01csv,05/25/1989,0.7170682730923695,6.646263157894737,8.0,0.4,0.8,23.0,16.437647058823526,77.0,12:00:00 AM,John Phillips,10/30/2019,Christine Folks,25.0,1989
Bay,01csv,06/01/1989,0.7170682730923695,12.0,8.0,0.4,0.9,25.5,16.437647058823526,84.2,04:48:00 AM,John Phillips,10/30/2019,Christine Folks,29.0,1989
Bay,01csv,07/11/1989,0.7170682730923695,6.646263157894737,8.5,0.3,0.9,28.5,16.437647058823526,82.4,09:36:00 AM,John Phillips,10/30/2019,Christine Folks,28.0,1989
Bay,01csv,07/20/1989,0.7170682730923695,1.6,9.0,0.3,0.9,30.0,16.437647058823526,90.5,12:00:00 PM,John Phillips,10/30/2019,Christine Folks,32.5,1989
Bay,01csv,07/27/1989,0.7170682730923695,6.2,9.0,0.3,0.8,27.0,16.437647058823526,80.6,02:24:00 PM,John Phillips,10/30/2019,Christine Folks,27.0,1989
Bay,01csv,08/03/1989,0.7170682730923695,5.8,9.5,0.2,0.7,25.0,16.437647058823526,82.4,09:36:00 AM,John Phillips,10/30/2019,Christine Folks,28.0,1989
Bay,01csv,08/10/1989,0.7170682730923695,3.2,9.0,0.2,0.3,21.5,16.437647058823526,72.5,12:00:00 PM,John Phillips,10/30/2019,Christine Folks,22.5,1989
Bay,01csv,08/17/1989,0.7170682730923695,7.3,9.0,0.2,0.8,28.0,16.437647058823526,84.2,04:48:00 AM,John Phillips,10/30/2019,Christine Folks,29.0,1989
Bay,01csv,08/31/1989,0.7170682730923695,7.1,9.0,0.2,0.8,28.0,16.437647058823526,82.4,09:36:00 AM,John Phillips,10/30/2019,Christine Folks,28.0,1989
Bay,01csv,09/14/1989,0.7170682730923695,6.0,7.5,0.3,0.9,26.0,16.437647058823526,78.8,07:12:00 PM,John Phillips,10/30/2019,Christine Folks,26.0,1989
Bay,01csv,10/25/1989,0.7170682730923695,7.8,8.5,0.2,0.5,15.0,16.437647058823526,66.2,04:48:00 AM,John Phillips,10/30/2019,Christine Folks,19.0,1989
Bay,01csv,10/31/1989,0.7170682730923695,6.646263157894737,7.5,0.2,0.7,21.5,16.437647058823526,71.6,02:24:00 PM,John Phillips,10/30/2019,Christine Folks,22.0,1989
Bay,01csv,11/20/1989,0.7170682730923695,6.646263157894737,8.0,0.2,1.0,8.5,16.437647058823526,57.2,04:48:00 AM,John Phillips,10/30/2019,Christine Folks,14.0,1989
Bay,01csv,11/27/1989,0.7170682730923695,10.3,7.5,0.2,0.6,9.0,16.437647058823526,39.2,04:48:00 AM,John Phillips,10/30/2019,Christine Folks,4.0,1989
Bay,01csv,12/11/1989,0.7170682730923695,10.2,7.0,0.2,0.4,3.0,16.437647058823526,37.4,09:36:00 AM,John Phillips,10/30/2019,Christine Folks,3.0,1989
Bay,01csv,01/03/1990,0.7170682730923695,11.9,7.5,0.2,0.6,3.0,16.437647058823526,41.0,12:00:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,5.0,1990
Bay,01csv,01/08/1990,0.7170682730923695,10.8,7.5,0.2,0.4,7.0,16.437647058823526,45.5,12:00:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,7.5,1990
Bay,01csv,01/22/1990,1.0,9.7,7.5,0.15,0.65,10.0,16.437647058823526,53.6,02:24:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,12.0,1990
Bay,01csv,01/30/1990,0.7170682730923695,10.8,7.5,0.2,0.7,9.0,16.437647058823526,55.4,09:36:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,13.0,1990
Bay,01csv,02/07/1990,3.4,10.8,7.5,0.2,0.6,10.0,16.437647058823526,50.0,12:00:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,10.0,1990
Bay,01csv,02/12/1990,3.2,10.6,7.0,0.2,0.7,10.0,16.437647058823526,48.2,04:48:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,9.0,1990
Bay,01csv,02/20/1990,4.2,11.6,7.5,0.15,0.39,5.0,16.437647058823526,41.0,12:00:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,5.0,1990
Bay,01csv,02/27/1990,2.8,13.8,7.0,0.5,1.5,2.5,16.437647058823526,33.8,07:12:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,1.0,1990
Bay,01csv,03/05/1990,2.9,11.6,7.0,0.2,0.4,7.0,16.437647058823526,47.3,07:12:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,8.5,1990
Bay,01csv,03/12/1990,2.9,9.0,7.0,0.15,0.69,17.0,16.437647058823526,69.8,07:12:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,21.0,1990
Bay,01csv,03/19/1990,2.8,7.8,7.0,0.22,0.92,15.0,16.437647058823526,57.2,04:48:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,14.0,1990
Bay,01csv,03/26/1990,3.0,10.8,7.0,0.25,0.4,9.5,16.437647058823526,48.2,04:48:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,9.0,1990
Bay,01csv,04/02/1990,1.8,9.6,8.0,0.15,0.7,5.0,16.437647058823526,59.0,12:00:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,15.0,1990
Bay,01csv,04/09/1990,4.1,10.8,7.0,0.25,0.78,11.0,16.437647058823526,53.6,02:24:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,12.0,1990
Bay,01csv,04/16/1990,2.5,9.7,7.0,0.25,0.72,15.0,16.437647058823526,57.2,04:48:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,14.0,1990
Bay,01csv,04/23/1990,2.8,10.7,7.0,0.25,0.59,15.0,16.437647058823526,59.0,12:00:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,15.0,1990
Bay,01csv,04/30/1990,3.2,10.0,7.0,0.88,1.3,18.0,16.437647058823526,60.8,07:12:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,16.0,1990
Bay,01csv,05/07/1990,4.5,8.9,7.0,0.25,0.75,17.0,16.437647058823526,64.4,09:36:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,18.0,1990
Bay,01csv,05/14/1990,3.7,8.4,7.0,0.32,1.0,20.0,16.437647058823526,66.2,04:48:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,19.0,1990
Bay,01csv,05/21/1990,2.9,6.646263157894737,7.0,0.25,0.99,22.0,16.437647058823526,76.1,02:24:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,24.5,1990
Bay,01csv,05/29/1990,2.1,8.9,7.0,0.375,0.95,19.0,16.437647058823526,68.0,12:00:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,20.0,1990
Bay,01csv,06/04/1990,3.5,6.9,7.0,0.4,1.22,24.0,16.437647058823526,77.0,12:00:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,25.0,1990
Bay,01csv,06/11/1990,3.2,7.9,7.0,0.35,0.75,24.0,16.437647058823526,71.6,02:24:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,22.0,1990
Bay,01csv,06/16/1990,3.2,7.7,7.0,0.32,0.62,23.5,16.437647058823526,68.0,12:00:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,20.0,1990
Bay,01csv,06/24/1990,3.8,7.9,7.0,0.35,0.91,26.0,16.437647058823526,78.8,07:12:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,26.0,1990
Bay,01csv,07/02/1990,3.7,7.8,7.0,0.35,0.78,24.0,16.437647058823526,74.3,07:12:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,23.5,1990
Bay,01csv,07/09/1990,4.2,7.5,7.5,0.3,0.82,26.0,16.437647058823526,79.7,04:48:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,26.5,1990
Bay,01csv,07/16/1990,3.9,7.5,7.0,0.375,1.25,26.5,16.437647058823526,62.05163652173914,12:00:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,-17.77777778,1990
Bay,01csv,07/26/1990,4.2,6.9,7.75,0.375,0.48,27.0,16.437647058823526,78.8,07:12:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,26.0,1990
Bay,01csv,08/06/1990,4.2,7.7,8.0,0.4,0.98,26.0,16.437647058823526,78.8,07:12:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,26.0,1990
Bay,01csv,08/13/1990,4.2,7.8,8.0,0.35,0.82,27.0,16.437647058823526,80.6,02:24:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,27.0,1990
Bay,01csv,08/27/1990,4.2,8.9,8.0,0.35,0.94,27.0,16.437647058823526,83.3,07:12:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,28.5,1990
Bay,01csv,09/04/1990,2.9,8.1,8.0,0.25,0.68,23.0,16.437647058823526,75.2,04:48:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,24.0,1990
Bay,01csv,09/17/1990,2.4,8.8,8.0,0.25,0.78,21.0,16.437647058823526,64.4,09:36:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,18.0,1990
Bay,01csv,10/15/1990,3.5,8.2,8.0,0.3,0.93,23.0,16.437647058823526,71.6,02:24:00 PM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,22.0,1990
Bay,01csv,10/29/1990,0.7,12.5,8.0,0.1,0.38,9.0,16.437647058823526,50.0,12:00:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,10.0,1990
Bay,01csv,12/17/1990,0.5,11.05,7.5,0.25,0.6,8.0,16.437647058823526,46.4,09:36:00 AM,"J Phillips, Mary Feldman",10/30/2019,Christine Folks,8.0,1990
Bay,01csv,01/07/1991,0.7,11.8,8.0,0.2,0.39,9.0,16.437647058823526,46.4,09:36:00 AM,Feldman,10/30/2019,Christine Folks,8.0,1991
Bay,01csv,01/14/1991,0.4,12.2,8.0,0.2,0.65,4.5,16.437647058823526,39.2,04:48:00 AM,Feldman,10/30/2019,Christine Folks,4.0,1991
Bay,01csv,01/24/1991,0.5,13.2,7.5,0.2,0.65,4.5,16.437647058823526,40.1,02:24:00 AM,Feldman,10/30/2019,Christine Folks,4.5,1991
Bay,01csv,01/03/1991,0.5,11.9,7.5,0.25,0.78,9.0,16.437647058823526,51.8,07:12:00 PM,Feldman,10/30/2019,Christine Folks,11.0,1991
Bay,01csv,02/04/1991,0.9,6.646263157894737,7.5,0.25,0.7,9.0,16.437647058823526,50.9,09:36:00 PM,Feldman,10/30/2019,Christine Folks,10.5,1991
Bay,01csv,02/11/1991,0.7,11.1,7.5,0.3,0.41,7.5,16.437647058823526,46.4,09:36:00 AM,Feldman,10/30/2019,Christine Folks,8.0,1991
Bay,01csv,02/21/1991,1.2,10.8,7.5,0.2,0.72,12.0,16.437647058823526,50.9,09:36:00 PM,Feldman,10/30/2019,Christine Folks,10.5,1991
Bay,01csv,02/25/1991,0.7,11.8,7.5,0.2,0.28,8.0,16.437647058823526,46.4,09:36:00 AM,Feldman,10/30/2019,Christine Folks,8.0,1991
Bay,01csv,03/04/1991,1.2,10.0,7.5,0.2,1.6,15.0,16.437647058823526,60.8,07:12:00 PM,Feldman,10/30/2019,Christine Folks,16.0,1991
Bay,01csv,03/11/1991,0.4,12.9,7.5,0.15,0.35,6.0,16.437647058823526,39.2,04:48:00 AM,Feldman,10/30/2019,Christine Folks,4.0,1991
Bay,01csv,03/18/1991,0.7170682730923695,9.95,7.7,0.25,0.69,11.0,16.437647058823526,57.2,04:48:00 AM,Feldman,10/30/2019,Christine Folks,14.0,1991
Bay,01csv,03/25/1991,0.0,9.8,8.0,0.275,0.94,14.0,16.437647058823526,55.4,09:36:00 AM,Feldman,10/30/2019,Christine Folks,13.0,1991
Bay,01csv,04/04/1991,1.2,10.7,8.0,0.32,0.78,13.0,16.437647058823526,57.2,04:48:00 AM,Feldman,10/30/2019,Christine Folks,14.0,1991
Bay,01csv,04/08/1991,2.1,8.7,8.0,0.32,0.83,19.0,16.437647058823526,69.8,07:12:00 PM,Feldman,10/30/2019,Christine Folks,21.0,1991
Bay,01csv,04/15/1991,1.2,8.9,7.5,0.32,0.52,14.0,16.437647058823526,59.9,09:36:00 PM,Feldman,10/30/2019,Christine Folks,15.5,1991
Bay,01csv,04/22/1991,0.9,9.75,7.5,0.2,0.55,12.5,16.437647058823526,55.4,09:36:00 AM,Feldman,10/30/2019,Christine Folks,13.0,1991
Bay,01csv,04/29/1991,2.4,8.3,7.5,0.35,0.8,20.5,16.437647058823526,64.4,09:36:00 AM,Feldman,10/30/2019,Christine Folks,18.0,1991
Bay,01csv,05/06/1991,2.6,8.0,7.5,0.35,0.95,21.0,16.437647058823526,74.3,07:12:00 AM,Feldman,10/30/2019,Christine Folks,23.5,1991
Bay,01csv,05/20/1991,1.3,9.5,7.5,0.3,0.5,15.5,16.437647058823526,59.0,12:00:00 AM,Feldman,10/30/2019,Christine Folks,15.0,1991
Bay,01csv,06/10/1991,3.0,6.9,7.5,0.3,0.7,23.0,16.437647058823526,78.8,07:12:00 PM,Feldman,10/30/2019,Christine Folks,26.0,1991
Bay,01csv,06/17/1991,3.8,6.8,7.5,0.325,1.09,26.0,16.437647058823526,80.6,02:24:00 PM,Feldman,10/30/2019,Christine Folks,27.0,1991
Bay,01csv,06/26/1991,2.8,8.1,7.5,0.25,0.7,21.0,16.437647058823526,70.7,04:48:00 PM,Feldman,10/30/2019,Christine Folks,21.5,1991
Bay,01csv,07/09/1991,1.8,7.8,7.5,0.35,0.95,28.0,16.437647058823526,85.1,02:24:00 AM,Feldman,10/30/2019,Christine Folks,29.5,1991
Bay,01csv,07/15/1991,0.0,8.0,7.5,0.99,0.375,27.5,16.437647058823526,82.4,09:36:00 AM,Feldman,10/30/2019,Christine Folks,28.0,1991
Bay,01csv,07/25/1991,0.7170682730923695,7.8,7.0,0.4,0.925,29.0,16.437647058823526,84.2,04:48:00 AM,Feldman,10/30/2019,Christine Folks,29.0,1991
Bay,01csv,08/02/1991,0.7,8.0,7.5,0.35,1.025,24.5,16.437647058823526,79.7,04:48:00 PM,Feldman,10/30/2019,Christine Folks,26.5,1991
Bay,01csv,08/09/1991,0.7170682730923695,8.4,8.0,0.35,1.025,27.0,16.437647058823526,84.2,04:48:00 AM,Feldman,10/30/2019,Christine Folks,29.0,1991
Bay,01csv,08/16/1991,0.7170682730923695,8.8,8.0,0.38,1.01,25.0,16.437647058823526,78.8,07:12:00 PM,Feldman,10/30/2019,Christine Folks,26.0,1991
Bay,01csv,08/23/1991,0.7170682730923695,7.8,8.0,0.375,0.88,26.0,16.437647058823526,82.4,09:36:00 AM,Feldman,10/30/2019,Christine Folks,28.0,1991
Bay,01csv,08/30/1991,0.7170682730923695,7.8,8.0,0.5248977371627502,0.7625586956521739,26.0,16.437647058823526,81.5,12:00:00 PM,Feldman,10/30/2019,Christine Folks,27.5,1991
Bay,01csv,09/06/1991,0.7170682730923695,7.7,8.0,0.375,0.9,25.0,16.437647058823526,76.1,02:24:00 AM,Feldman,10/30/2019,Christine Folks,24.5,1991
Bay,01csv,09/13/1991,0.7170682730923695,8.2,8.0,0.2,0.37,22.5,16.437647058823526,77.0,12:00:00 AM,Feldman,10/30/2019,Christine Folks,25.0,1991
Bay,01csv,09/23/1991,1.8,8.5,8.0,0.31,0.52,20.0,16.437647058823526,69.8,07:12:00 PM,Feldman,10/30/2019,Christine Folks,21.0,1991
Bay,01csv,10/04/1991,3.5,7.7,7.5,0.28,0.7,21.0,16.437647058823526,71.6,12:00:00 AM,Feldman,10/30/2019,Christine Folks,22.0,1991
Bay,01csv,10/17/1991,9.0,9.7,7.5,0.2,0.65,13.0,16.437647058823526,51.8,07:12:00 PM,Feldman,10/30/2019,Christine Folks,11.0,1991
Bay,01csv,10/31/1991,2.5,9.2,7.5,0.5248977371627502,1.5,13.0,16.437647058823526,59.0,12:00:00 AM,Feldman,10/30/2019,Christine Folks,15.0,1991
Bay,01csv,11/07/1991,4.7,10.2,7.7,0.25,0.75,13.0,16.437647058823526,56.3,07:12:00 AM,Feldman,10/30/2019,Christine Folks,13.5,1991
Bay,01csv,11/14/1991,6.2,11.3,7.0,0.15,0.8,12.0,16.437647058823526,56.3,07:12:00 AM,Feldman,10/30/2019,Christine Folks,13.5,1991
Bay,01csv,11/21/1991,2.6,9.1,7.0,0.15,0.85,17.0,16.437647058823526,67.1,02:24:00 AM,Feldman,10/30/2019,Christine Folks,19.5,1991
Bay,01csv,11/29/1991,3.3,10.8,7.5,0.25,0.6,12.0,16.437647058823526,59.0,12:00:00 AM,Feldman,10/30/2019,Christine Folks,15.0,1991
Bay,01csv,12/09/1991,2.0,10.4,7.5,0.15,0.25,10.0,16.437647058823526,59.0,12:00:00 AM,Feldman,10/30/2019,Christine Folks,15.0,1991
Bay,01csv,12/20/1991,1.4,15.1,8.0,0.2,0.3,2.0,16.437647058823526,35.6,02:24:00 PM,Feldman,10/30/2019,Christine Folks,2.0,1991
Bay,01csv,12/27/1991,2.9,11.6,7.5,0.35,0.49,7.0,16.437647058823526,44.6,02:24:00 PM,Feldman,10/30/2019,Christine Folks,7.0,1991
Bay,01csv,01/03/1992,2.0,11.8,7.5,0.28,0.45,10.0,16.437647058823526,53.6,02:24:00 PM,Feldman,10/30/2019,Christine Folks,12.0,1992
Bay,01csv,01/09/1992,2.2,11.3,7.5,0.3,0.99,7.5,16.437647058823526,49.1,02:24:00 AM,Feldman,10/30/2019,Christine Folks,9.5,1992
Bay,01csv,01/20/1992,1.4,12.6,7.0,0.2,0.58,2.0,16.437647058823526,32.9,09:36:00 PM,Feldman,10/30/2019,Christine Folks,0.5,1992
Bay,01csv,01/30/1992,1.6,11.6,7.0,0.25,0.48,6.0,16.437647058823526,43.7,04:48:00 PM,Feldman,10/30/2019,Christine Folks,6.5,1992
Bay,01csv,02/10/1992,2.4,14.2,7.0,0.25,0.3,3.0,16.437647058823526,39.2,04:48:00 AM,Feldman,10/30/2019,Christine Folks,4.0,1992
Bay,01csv,02/17/1992,2.0,11.1,7.0,0.15,0.68,10.0,16.437647058823526,44.6,02:24:00 PM,Feldman,10/30/2019,Christine Folks,7.0,1992
Bay,01csv,02/23/1992,2.4,10.0,7.5,0.15,0.68,12.5,16.437647058823526,54.5,12:00:00 PM,Feldman,10/30/2019,Christine Folks,12.5,1992
Bay,01csv,03/02/1992,2.9,11.3,8.0,0.2,0.8,13.0,16.437647058823526,59.9,09:36:00 PM,Feldman,10/30/2019,Christine Folks,15.5,1992
Bay,01csv,03/09/1992,3.5,10.0,7.5,0.25,0.75,16.0,16.437647058823526,64.4,09:36:00 AM,Feldman,10/30/2019,Christine Folks,18.0,1992
Bay,01csv,03/16/1992,2.8,6.646263157894737,7.0,0.15,0.48,3.0,16.437647058823526,30.0,12:00:00 AM,Feldman,10/30/2019,Christine Folks,-1.111111111,1992
Bay,01csv,03/23/1992,2.9,11.6,7.5,0.05,0.35,3.0,16.437647058823526,44.6,02:24:00 PM,Feldman,10/30/2019,Christine Folks,7.0,1992
Bay,01csv,04/06/1992,3.0,11.0,7.5,0.25,0.42,9.0,16.437647058823526,50.0,12:00:00 AM,Feldman,10/30/2019,Christine Folks,10.0,1992
Bay,01csv,04/13/1992,3.8,10.6,7.5,0.1,0.5,13.0,16.437647058823526,45.5,12:00:00 PM,Feldman,10/30/2019,Christine Folks,7.5,1992
Bay,01csv,04/20/1992,4.7,9.4,7.0,0.2,0.78,17.0,16.437647058823526,55.4,09:36:00 AM,Feldman,10/30/2019,Christine Folks,13.0,1992
Bay,01csv,04/27/1992,3.7,9.6,7.0,0.35,0.65,14.0,16.437647058823526,55.49,11:45:00 AM,Feldman,10/30/2019,Christine Folks,13.05,1992
Bay,01csv,05/05/1992,3.8,8.9,7.5,0.2,0.6,15.5,16.437647058823526,50.0,12:00:00 AM,Feldman,10/30/2019,Christine Folks,10.0,1992
Bay,01csv,05/11/1992,4.2,9.2,7.5,0.3,0.7,17.5,16.437647058823526,62.6,02:24:00 PM,Feldman,10/30/2019,Christine Folks,17.0,1992
Bay,01csv,05/18/1992,3.9,9.0,7.5,0.3,0.65,18.062137777777778,16.437647058823526,75.2,04:48:00 AM,Feldman,10/30/2019,Christine Folks,24.0,1992
